serial,English,Physics,Chemistry,Mathematics,ComputerScience,Biology,PhysicalEducation,Economics,Accountancy,BusinessStudies
44614,2,2,1,2,0,6,0,0,0,0
37797,7,4,3,4,0,0,4,0,0,0
120744,1,3,7,2,1,0,0,0,0,0
7823,2,5,5,6,0,0,5,0,0,0
28046,1,2,1,2,0,1,0,0,0,0
40023,3,1,2,1,0,0,4,0,0,0
178373,4,0,0,8,0,0,0,4,6,3
67310,4,0,0,7,0,0,0,2,2,1
104268,1,3,3,2,2,0,0,0,0,0
47560,3,5,4,4,0,6,0,0,0,0
210968,1,1,1,1,0,0,1,0,0,0
76635,4,6,5,7,0,0,7,0,0,0
158086,4,2,2,3,0,1,0,0,0,0
37117,3,0,0,8,0,0,0,5,4,6
173250,1,3,6,7,6,0,0,0,0,0
103580,4,7,7,3,0,0,6,0,0,0
157189,1,2,3,2,0,2,0,0,0,0
204651,1,4,2,4,0,0,2,0,0,0
124434,7,8,8,7,0,0,5,0,0,0
201810,1,0,0,4,0,0,0,1,1,2
27863,1,2,1,2,0,0,1,0,0,0
91148,4,2,3,2,0,0,1,0,0,0
1590,1,0,0,4,0,0,0,1,2,3
183882,5,4,4,6,0,0,4,0,0,0
128705,5,8,7,4,6,0,0,0,0,0
198347,1,1,1,1,1,0,0,0,0,0
38396,2,3,2,3,0,0,3,0,0,0
58709,2,0,0,2,0,0,0,1,1,1
75073,5,5,6,6,0,0,2,0,0,0
184123,4,1,1,1,0,0,2,0,0,0
20373,2,6,5,5,0,8,0,0,0,0
48866,1,2,1,1,2,0,0,0,0,0
10018,2,1,3,2,0,3,0,0,0,0
29891,4,6,4,5,0,0,3,0,0,0
108104,2,8,7,8,7,0,0,0,0,0
183100,1,3,4,4,3,0,0,0,0,0
205977,3,1,1,1,0,0,1,0,0,0
99820,3,3,3,3,0,0,1,0,0,0
177990,1,2,7,5,0,5,0,0,0,0
13556,2,3,3,2,0,0,3,0,0,0
73443,1,2,4,6,0,0,1,0,0,0
217549,3,5,4,6,0,4,0,0,0,0
92981,1,1,1,1,1,0,0,0,0,0
59298,3,3,3,2,0,0,1,0,0,0
73904,6,4,5,1,0,2,0,0,0,0
128580,6,6,6,7,0,0,3,0,0,0
109517,3,0,0,3,0,0,0,1,1,2
197760,1,2,1,2,2,0,0,0,0,0
55369,2,3,3,4,0,1,0,0,0,0
126217,1,0,0,8,0,0,0,1,3,1
134419,1,2,1,3,0,1,0,0,0,0
52176,6,7,5,8,0,7,0,0,0,0
141418,1,0,0,3,0,0,0,3,4,4
145849,3,2,2,3,0,1,0,0,0,0
142395,2,2,2,3,0,1,0,0,0,0
207424,1,0,0,2,0,0,0,1,1,1
169507,4,2,2,1,0,0,1,0,0,0
22467,3,8,6,8,8,0,0,0,0,0
193683,5,6,5,8,0,0,6,0,0,0
195963,1,1,1,1,1,0,0,0,0,0
152065,1,0,0,2,0,0,0,1,1,1
143894,1,0,0,1,0,0,0,1,1,1
203426,2,3,3,7,0,5,0,0,0,0
214056,6,4,2,7,0,0,2,0,0,0
148192,4,2,2,2,1,0,0,0,0,0
95206,5,7,7,6,0,0,2,0,0,0
92949,3,5,5,3,0,5,0,0,0,0
123101,3,0,0,7,0,0,0,6,4,3
87694,1,0,0,3,0,0,0,3,2,1
38302,7,5,7,5,0,0,8,0,0,0
39174,5,7,4,3,0,0,1,0,0,0
144213,1,2,3,1,0,0,3,0,0,0
61000,4,1,2,2,0,0,1,0,0,0
94493,2,3,3,3,0,0,3,0,0,0
174078,1,2,2,1,0,0,2,0,0,0
90852,1,0,0,1,0,0,0,1,1,1
97753,1,1,1,1,1,0,0,0,0,0
146426,6,5,8,6,7,0,0,0,0,0
88660,2,1,1,1,2,0,0,0,0,0
209407,2,3,4,5,8,0,0,0,0,0
214525,2,0,0,3,0,0,0,1,1,1
210628,3,0,0,7,0,0,0,2,5,3
102514,1,8,7,8,6,0,0,0,0,0
86624,2,5,3,3,0,0,1,0,0,0
148020,1,0,0,8,0,0,0,3,4,2
93274,3,3,2,3,0,0,1,0,0,0
9202,3,1,1,1,0,0,1,0,0,0
97678,7,4,4,7,0,3,0,0,0,0
6731,5,0,0,4,0,0,8,0,1,7
219769,3,0,0,7,0,0,0,5,2,3
96899,3,4,5,3,0,3,0,0,0,0
22116,3,5,6,4,2,0,0,0,0,0
160192,7,8,6,7,0,0,4,0,0,0
113081,2,3,4,3,0,0,7,0,0,0
62290,2,8,5,7,0,0,2,0,0,0
162212,7,7,8,7,7,0,0,0,0,0
182897,2,1,1,1,0,0,2,0,0,0
80824,5,5,6,3,0,0,5,0,0,0
216138,1,0,0,2,0,0,0,1,1,1
99173,7,5,2,1,0,5,0,0,0,0
30954,4,5,4,5,0,0,5,0,0,0
203841,5,8,8,6,8,0,0,0,0,0
179180,4,7,6,8,0,0,5,0,0,0
200713,5,4,5,4,0,0,2,0,0,0
122200,1,2,3,2,4,0,0,0,0,0
117986,6,5,6,4,0,0,3,0,0,0
161300,1,5,2,4,0,0,1,0,0,0
131597,4,6,7,6,0,0,2,0,0,0
13381,1,3,6,6,0,5,0,0,0,0
107531,5,3,3,2,0,0,3,0,0,0
39526,1,2,1,3,0,2,0,0,0,0
163597,1,0,0,1,0,0,0,1,1,1
60904,2,4,5,4,0,5,0,0,0,0
79473,2,2,2,2,1,0,0,0,0,0
43036,3,4,6,7,0,0,2,0,0,0
63825,2,1,2,1,0,0,1,0,0,0
17580,2,3,1,2,0,2,0,0,0,0
17068,1,1,1,1,2,0,0,0,0,0
139584,4,3,1,2,2,0,0,0,0,0
158928,2,2,2,3,0,1,0,0,0,0
211227,1,1,2,2,0,0,1,0,0,0
118410,4,2,3,1,0,0,2,0,0,0
220002,6,4,3,2,0,0,2,0,0,0
72559,4,0,0,6,0,0,0,4,2,4
148017,2,2,2,2,0,0,3,0,0,0
27139,3,7,6,6,0,0,4,0,0,0
94855,5,5,8,7,0,0,3,0,0,0
96731,3,4,3,4,5,0,0,0,0,0
180158,5,8,6,8,0,0,5,0,0,0
90861,7,6,6,6,0,0,3,0,0,0
18288,5,0,0,6,0,0,0,4,3,4
142580,6,3,2,2,0,0,2,0,0,0
175966,4,3,3,1,3,0,0,0,0,0
152670,5,6,5,7,0,0,4,0,0,0
212538,5,6,6,8,0,0,7,0,0,0
144323,2,1,1,2,2,0,0,0,0,0
55151,2,0,0,8,0,0,0,2,4,6
71921,3,6,3,5,0,5,0,0,0,0
35311,1,3,2,1,4,0,0,0,0,0
141083,5,7,8,8,0,0,4,0,0,0
154774,3,5,5,7,0,0,1,0,0,0
198259,4,2,2,1,0,0,2,0,0,0
85746,1,3,3,4,0,0,4,0,0,0
159846,1,0,0,1,0,0,0,1,2,3
179061,3,2,3,2,0,2,0,0,0,0
186030,4,0,0,8,0,0,0,4,6,8
137674,3,0,0,3,0,0,0,5,2,4
43445,2,2,4,4,1,0,0,0,0,0
110654,3,3,3,4,0,0,5,0,0,0
34358,1,0,0,1,0,0,0,1,2,1
200189,6,6,6,5,0,0,6,0,0,0
196004,3,0,0,7,0,0,0,5,8,5
54209,2,3,2,2,0,0,3,0,0,0
2089,1,4,3,5,0,0,3,0,0,0
143696,6,8,0,8,0,8,4,0,0,0
151833,3,3,2,1,0,0,1,0,0,0
53873,7,6,4,5,0,0,7,0,0,0
63473,3,5,5,5,4,0,0,0,0,0
156883,5,0,0,7,0,0,0,4,3,6
162868,2,0,0,1,0,0,0,1,1,1
16439,5,0,0,7,0,0,0,4,2,4
122295,5,4,3,2,0,0,1,0,0,0
80298,6,6,5,8,0,0,3,0,0,0
197158,5,3,4,5,0,5,0,0,0,0
214291,4,1,1,1,3,0,0,0,0,0
40730,2,1,2,2,0,0,1,0,0,0
1071,6,4,5,8,0,0,1,0,0,0
14980,2,4,5,2,0,0,1,0,0,0
211984,3,8,7,8,0,6,0,0,0,0
37862,1,2,4,2,0,0,1,0,0,0
202167,4,3,8,5,0,0,3,0,0,0
156175,3,3,2,7,0,3,0,0,0,0
131048,2,5,4,7,7,0,0,0,0,0
178567,6,8,8,8,0,0,7,0,0,0
32555,6,3,6,3,6,0,0,0,0,0
82788,3,7,6,8,0,0,8,0,0,0
129479,2,4,4,4,0,0,3,0,0,0
159952,3,6,6,5,6,0,0,0,0,0
89245,2,5,3,5,0,4,0,0,0,0
79174,1,1,2,2,0,1,0,0,0,0
117351,5,8,8,5,0,0,5,0,0,0
25302,3,0,0,1,0,0,0,1,1,1
114930,6,5,6,8,7,0,0,0,0,0
190388,4,7,8,8,5,0,0,0,0,0
95581,1,6,8,6,0,0,1,0,0,0
75114,7,8,4,7,6,0,0,0,0,0
27609,6,0,0,6,0,0,0,1,3,3
13580,2,3,6,8,0,0,2,0,0,0
137447,5,5,4,4,0,0,5,0,0,0
4478,2,2,2,3,4,0,0,0,0,0
50727,3,5,7,4,3,0,0,0,0,0
40232,4,0,0,8,0,0,0,5,8,6
18669,4,1,1,1,1,0,0,0,0,0
137749,3,8,4,3,0,0,1,0,0,0
105406,2,5,4,4,2,0,0,0,0,0
61477,1,1,2,2,0,0,2,0,0,0
54928,1,2,3,4,2,0,0,0,0,0
196024,3,7,5,7,7,0,0,0,0,0
206818,3,0,0,7,0,0,0,2,2,2
164796,2,4,2,3,0,5,0,0,0,0
157766,1,1,1,1,0,1,0,0,0,0
61428,1,3,1,3,0,0,4,0,0,0
136862,4,6,5,3,0,0,4,0,0,0
80633,4,0,0,4,0,0,0,1,4,1
156380,1,2,2,1,2,0,0,0,0,0
62799,4,5,4,6,0,0,3,0,0,0
81139,2,8,5,2,0,0,3,0,0,0
130588,3,6,6,6,0,0,5,0,0,0
142507,3,6,5,8,0,0,5,0,0,0
42774,1,0,0,4,0,0,0,1,1,1
15343,1,0,0,1,0,0,0,1,1,1
151319,4,0,0,8,0,0,0,3,5,5
107707,2,0,0,7,0,0,0,3,2,7
141923,1,3,3,4,0,6,0,0,0,0
138896,4,7,4,6,0,0,8,0,0,0
24023,1,7,7,8,0,0,5,0,0,0
215941,3,0,0,4,0,0,0,1,2,1
119509,1,3,3,3,0,0,4,0,0,0
19250,5,5,7,7,0,0,5,0,0,0
50279,3,0,0,1,0,0,0,1,1,2
178113,1,1,1,1,1,0,0,0,0,0
201612,1,1,1,1,0,1,0,0,0,0
80926,1,5,3,5,0,0,1,0,0,0
219800,2,6,6,7,0,4,0,0,0,0
87792,3,3,4,3,0,2,0,0,0,0
100809,2,5,3,8,7,0,0,0,0,0
141825,3,6,4,3,0,0,0,4,0,0
172521,4,0,0,4,0,0,0,2,1,1
88811,3,3,4,1,0,0,1,0,0,0
130218,1,0,0,4,0,0,0,1,2,2
167327,2,1,1,1,1,0,0,0,0,0
40664,1,1,1,1,0,0,3,0,0,0
100405,3,7,6,8,0,0,7,0,0,0
66564,5,8,6,8,0,0,3,0,0,0
171431,6,0,0,8,0,0,0,5,5,8
37914,4,7,8,6,0,0,3,0,0,0
217933,5,5,4,5,0,6,0,0,0,0
185368,3,1,1,1,0,0,2,0,0,0
8753,5,0,0,6,0,0,0,4,4,6
206910,4,6,8,4,0,0,4,0,0,0
28978,1,2,3,4,0,3,0,0,0,0
221724,7,6,7,8,0,0,4,0,0,0
184689,1,5,5,3,0,4,0,0,0,0
102414,4,4,4,3,2,0,0,0,0,0
160452,5,0,0,8,0,0,0,5,3,5
209115,4,3,5,2,0,0,4,0,0,0
69502,5,8,8,8,0,0,6,0,0,0
192007,3,8,8,5,7,0,0,0,0,0
85744,2,7,5,4,0,0,2,0,0,0
11374,2,4,4,8,0,0,3,0,0,0
9367,1,2,3,2,2,0,0,0,0,0
85811,3,4,4,5,4,0,0,0,0,0
109527,2,3,3,3,0,0,3,0,0,0
48348,5,4,5,3,0,0,5,0,0,0
111080,1,3,5,5,0,4,0,0,0,0
169014,1,2,1,3,0,1,0,0,0,0
26125,3,7,6,8,5,0,0,0,0,0
32680,3,5,5,5,0,7,0,0,0,0
92420,2,3,3,5,0,3,0,0,0,0
56042,2,1,1,1,0,0,1,0,0,0
135167,4,6,4,5,0,0,4,0,0,0
46894,5,3,6,3,0,0,5,0,0,0
1793,1,6,7,6,3,0,0,0,0,0
122871,5,8,7,4,0,0,3,0,0,0
54608,5,7,5,7,8,0,0,0,0,0
42138,1,2,1,4,0,1,0,0,0,0
79111,3,5,4,4,7,0,0,0,0,0
42,3,5,3,2,0,0,5,0,0,0
44679,3,2,2,1,0,5,0,0,0,0
29376,6,0,0,4,0,0,0,2,3,7
197291,5,0,0,7,0,0,0,6,4,6
20089,2,1,1,1,1,0,0,0,0,0
118016,2,2,2,5,0,0,2,0,0,0
198695,1,3,4,5,0,4,0,0,0,0
134433,4,0,0,5,0,0,0,2,2,5
29184,3,0,0,1,0,0,0,2,1,2
217892,3,4,5,5,0,2,0,0,0,0
11092,3,3,3,1,3,0,0,0,0,0
11137,1,4,2,4,0,4,0,0,0,0
195159,1,3,3,1,0,0,1,0,0,0
178174,1,6,8,7,7,0,0,0,0,0
11202,4,4,5,5,0,0,2,0,0,0
68185,2,2,2,2,0,0,5,0,0,0
43034,5,0,0,5,0,0,0,5,4,5
177945,5,4,4,4,0,0,4,0,0,0
167111,4,7,7,8,0,0,5,0,0,0
206641,3,1,1,4,2,0,0,0,0,0
129246,1,1,1,1,1,0,0,0,0,0
115606,3,0,0,7,0,0,0,6,4,6
173058,6,5,5,2,2,0,0,0,0,0
98633,1,2,2,2,0,2,0,0,0,0
65971,4,2,3,2,3,0,0,0,0,0
179238,1,5,5,5,0,0,2,0,0,0
26451,1,0,0,2,0,0,0,1,1,2
150362,1,1,1,1,1,0,0,0,0,0
134750,1,5,4,3,0,0,1,0,0,0
72077,1,3,3,2,0,4,0,0,0,0
175455,1,2,2,4,0,1,0,0,0,0
165902,5,2,2,2,0,0,3,0,0,0
108293,6,5,5,5,0,0,3,0,0,0
108193,2,0,0,1,0,0,0,1,1,2
204537,4,2,2,4,0,0,5,0,0,0
34228,7,1,1,1,0,0,5,0,0,0
16015,8,8,3,2,0,3,0,0,0,0
177287,2,7,8,8,0,0,2,0,0,0
67460,3,6,7,6,6,0,0,0,0,0
24370,1,0,0,2,0,0,0,1,2,1
73768,1,0,0,2,0,0,0,1,1,1
72097,2,1,1,1,0,0,0,1,0,0
183158,4,2,4,4,0,0,2,0,0,0
119878,3,4,5,6,0,0,3,0,0,0
206607,1,1,1,1,0,1,0,0,0,0
53686,2,4,6,3,2,0,0,0,0,0
163850,3,3,2,3,0,0,1,0,0,0
32108,5,4,6,8,7,0,0,0,0,0
93032,5,3,5,5,6,0,0,0,0,0
80196,2,5,4,5,1,0,0,0,0,0
104506,2,7,7,8,0,0,6,0,0,0
91044,4,6,7,7,6,0,0,0,0,0
101730,3,0,0,4,0,0,0,2,2,3
153526,4,6,5,6,0,6,0,0,0,0
112595,3,6,5,7,0,5,0,0,0,0
176018,6,4,4,4,0,0,1,0,0,0
164585,4,6,6,6,0,0,3,0,0,0
210610,5,1,3,2,0,0,7,0,0,0
221221,4,4,3,7,4,0,0,0,0,0
129772,2,1,1,1,0,0,2,0,0,0
77654,3,4,5,5,0,0,2,0,0,0
565,1,2,5,3,0,0,3,0,0,0
81831,4,5,2,6,0,0,5,0,0,0
157288,1,2,4,5,0,0,2,0,0,0
180109,2,0,0,3,0,0,0,1,2,2
85970,7,7,6,8,0,0,3,0,0,0
4042,4,0,0,2,0,0,0,1,1,2
126310,1,0,0,2,0,0,0,2,1,3
36129,1,2,1,1,4,0,0,0,0,0
114117,3,7,6,7,0,0,5,0,0,0
46949,3,0,0,1,0,0,0,1,1,1
200654,6,5,5,5,0,0,3,0,0,0
81967,4,2,3,2,0,0,1,0,0,0
47147,2,4,5,5,0,0,1,0,0,0
130395,5,8,7,7,7,0,0,0,0,0
84182,5,7,6,8,0,0,4,0,0,0
114898,2,1,1,1,1,0,0,0,0,0
95252,2,4,7,7,0,3,0,0,0,0
167615,3,2,2,1,0,3,0,0,0,0
87920,3,5,5,7,0,0,4,0,0,0
68581,6,7,4,7,0,0,1,0,0,0
19242,3,0,0,2,0,0,0,1,1,1
141882,5,6,5,8,0,5,0,0,0,0
85596,3,1,2,4,2,0,0,0,0,0
161070,3,6,8,7,6,0,0,0,0,0
18142,6,1,3,4,3,0,0,0,0,0
88537,3,4,5,7,0,0,4,0,0,0
106761,2,0,0,8,0,0,0,3,2,4
190744,5,4,4,3,2,0,0,0,0,0
116819,5,7,8,4,0,0,1,0,0,0
135846,3,3,3,3,0,0,1,0,0,0
11093,1,3,3,5,0,3,0,0,0,0
3000,1,5,3,5,0,0,6,0,0,0
76849,6,8,5,8,0,0,4,0,0,0
50456,1,0,0,5,0,0,0,3,4,4
221671,2,2,2,4,0,3,0,0,0,0
170744,5,0,0,3,0,0,0,4,4,4
79448,2,0,0,2,0,0,0,3,2,3
116493,1,0,0,2,0,0,0,1,1,1
8047,4,5,4,5,0,0,2,0,0,0
27634,1,4,4,7,2,0,0,0,0,0
33234,1,1,1,2,0,0,2,0,0,0
187775,1,0,0,5,0,0,0,1,3,2
68819,2,3,2,1,0,0,1,0,0,0
43029,1,4,2,1,0,0,1,0,0,0
56646,3,5,4,6,0,0,3,0,0,0
177265,1,3,4,4,2,0,0,0,0,0
114596,6,7,6,8,0,0,6,0,0,0
184501,1,1,1,1,0,0,0,1,0,0
145861,5,3,5,4,0,0,4,0,0,0
112098,7,6,8,8,0,7,0,0,0,0
205444,4,2,4,5,4,0,0,0,0,0
14882,3,3,4,2,0,0,2,0,0,0
36857,4,2,1,3,0,1,0,0,0,0
99620,1,2,4,4,0,2,0,0,0,0
8792,2,8,7,8,0,0,2,0,0,0
180516,2,1,1,1,2,0,0,0,0,0
209913,5,6,7,8,0,0,1,0,0,0
123363,3,0,0,3,0,0,0,4,5,3
118927,3,3,2,2,3,0,0,0,0,0
31181,3,0,0,8,0,0,0,4,5,4
92137,1,1,1,2,1,0,0,0,0,0
214018,5,0,0,4,0,0,0,4,4,2
62582,8,8,6,8,0,0,5,0,0,0
12070,2,2,2,2,3,0,0,0,0,0
151152,1,5,5,4,0,3,0,0,0,0
8593,3,0,0,3,0,0,0,2,3,3
50671,1,1,1,1,0,1,0,0,0,0
19502,5,5,4,7,0,0,5,0,0,0
141920,1,1,1,1,1,0,0,0,0,0
106138,4,4,7,8,0,0,5,0,0,0
182798,1,5,3,3,4,0,0,0,0,0
97091,2,1,1,3,0,2,0,0,0,0
165080,4,8,8,6,0,0,7,0,0,0
184885,4,0,0,3,0,0,0,1,2,1
33434,2,0,0,1,0,0,0,1,1,1
182893,4,3,4,3,0,0,2,0,0,0
163132,3,5,2,4,0,0,1,0,0,0
39833,1,1,1,2,2,0,0,0,0,0
80712,3,1,1,1,1,0,0,0,0,0
96740,5,8,7,6,0,0,7,0,0,0
220251,5,8,6,7,0,0,1,0,0,0
105299,3,0,0,3,0,0,0,1,1,2
176469,3,8,7,8,8,0,0,0,0,0
24131,2,0,0,8,0,0,0,8,5,4
50604,5,6,5,7,0,0,4,0,0,0
144879,3,6,7,6,0,0,5,0,0,0
214608,1,0,0,6,0,0,0,1,3,2
172761,7,6,6,6,0,0,8,0,0,0
139568,2,1,2,1,0,0,1,0,0,0
96933,3,7,7,6,0,0,5,0,0,0
99045,3,6,4,8,0,0,1,0,0,0
96325,3,0,0,3,0,0,0,3,1,3
74413,6,8,6,7,0,0,8,0,0,0
97017,4,6,6,7,0,5,0,0,0,0
186856,2,4,3,8,8,0,0,0,0,0
132038,3,2,2,2,4,0,0,0,0,0
34812,3,7,7,8,8,0,0,0,0,0
189601,3,8,8,7,0,5,0,0,0,0
19431,6,3,4,3,0,6,0,0,0,0
55070,2,4,3,7,2,0,0,0,0,0
79168,1,0,0,3,0,0,0,1,2,1
91702,3,0,0,6,0,0,0,2,3,1
219935,1,0,0,2,0,0,0,1,1,1
20849,2,1,1,2,0,0,1,0,0,0
48297,1,4,2,5,0,0,1,0,0,0
132170,3,8,7,4,6,0,0,0,0,0
188966,5,8,8,7,0,0,5,0,0,0
209504,1,1,2,1,0,0,0,1,0,0
159631,2,2,2,2,0,0,1,0,0,0
19189,1,2,4,3,0,1,0,0,0,0
86385,1,1,1,1,4,0,0,0,0,0
121553,5,5,4,5,0,0,3,0,0,0
62563,3,0,0,5,0,0,0,4,5,5
125485,2,6,4,2,4,0,0,0,0,0
88393,6,6,8,8,0,0,4,0,0,0
31791,1,2,1,2,0,0,2,0,0,0
210162,4,0,0,5,0,0,0,3,4,6
102024,4,4,4,5,0,7,0,0,0,0
155858,2,4,5,2,0,5,0,0,0,0
176331,3,6,4,5,0,6,0,0,0,0
147852,1,1,1,2,0,3,0,0,0,0
29819,4,0,0,3,0,0,0,3,2,1
21100,6,0,0,3,0,0,0,4,2,3
174827,3,3,4,5,0,0,2,0,0,0
146751,3,2,3,2,0,0,3,0,0,0
217068,2,4,5,4,0,0,1,0,0,0
51540,4,6,8,8,7,0,0,0,0,0
176787,3,5,7,8,0,0,5,0,0,0
44354,1,3,2,2,0,0,3,0,0,0
161327,6,8,5,8,0,0,6,0,0,0
94321,2,8,7,7,0,0,1,0,0,0
19910,4,5,3,4,5,0,0,0,0,0
221768,2,1,1,1,0,1,0,0,0,0
19575,6,5,1,3,4,0,0,0,0,0
210266,1,1,2,2,0,0,2,0,0,0
64917,4,5,8,8,0,0,5,0,0,0
33737,1,2,4,2,0,3,0,0,0,0
184337,4,4,5,3,0,0,4,0,0,0
93954,4,0,0,8,0,0,0,6,8,6
186409,2,2,2,3,4,0,0,0,0,0
109099,3,2,4,2,6,0,0,0,0,0
11084,1,1,1,3,0,2,0,0,0,0
182747,3,5,4,2,5,0,0,0,0,0
29608,3,2,4,3,5,0,0,0,0,0
195626,3,6,7,5,4,0,0,0,0,0
7361,6,2,4,3,0,0,8,0,0,0
33369,3,2,2,2,4,0,0,0,0,0
112697,1,1,1,1,1,0,0,0,0,0
117304,1,0,0,1,0,0,0,1,1,1
152606,5,8,7,4,0,0,3,0,0,0
115377,3,2,3,3,0,0,3,0,0,0
140375,2,6,3,4,0,4,0,0,0,0
152298,6,8,8,6,8,0,0,0,0,0
217266,3,0,0,1,0,0,0,1,1,1
163854,1,0,0,1,0,0,0,1,1,1
130154,1,3,3,3,2,0,0,0,0,0
129947,5,6,8,5,0,8,0,0,0,0
197411,3,3,4,3,0,0,5,0,0,0
1180,6,0,0,8,0,0,0,6,5,5
60580,6,6,5,6,0,0,4,0,0,0
110838,4,7,6,3,0,0,3,0,0,0
148078,2,2,2,2,0,0,4,0,0,0
118317,1,2,2,3,0,2,0,0,0,0
143604,4,8,0,8,8,0,8,0,0,0
41860,3,4,2,3,0,2,0,0,0,0
123420,1,1,2,3,0,4,0,0,0,0
173513,4,4,5,4,0,0,6,0,0,0
144650,2,1,1,1,2,0,0,0,0,0
3625,4,0,0,4,0,0,0,4,2,3
74500,2,3,6,7,0,7,0,0,0,0
153869,2,0,0,4,0,0,0,1,2,2
122510,7,6,6,6,0,0,6,0,0,0
105075,6,0,0,6,0,0,0,2,2,3
125804,3,3,1,7,0,1,0,0,0,0
60332,4,4,3,3,0,0,5,0,0,0
170028,1,2,3,2,2,0,0,0,0,0
41527,1,1,1,5,0,1,0,0,0,0
222447,2,0,0,3,0,0,0,2,2,3
44726,1,4,5,4,0,4,0,0,0,0
167684,1,4,2,4,0,0,1,0,0,0
46060,1,4,4,5,0,5,0,0,0,0
33859,2,1,2,1,0,0,2,0,0,0
154913,3,0,0,2,0,0,0,1,3,3
157088,3,2,3,3,0,0,2,0,0,0
165628,5,0,0,2,0,0,0,2,2,5
211982,1,0,0,1,0,0,0,1,1,1
206483,1,2,4,6,0,4,0,0,0,0
160199,1,1,1,1,1,0,0,0,0,0
131598,1,0,0,1,0,0,0,1,1,1
122511,4,4,2,5,3,0,0,0,0,0
93714,1,0,0,1,0,0,0,1,1,1
207510,4,0,0,8,0,0,0,3,2,1
146953,1,0,0,4,0,0,0,2,1,2
10354,2,3,3,2,0,0,1,0,0,0
43209,1,6,7,6,0,0,4,0,0,0
47690,4,4,6,8,0,0,4,0,0,0
170566,4,7,8,8,0,0,5,0,0,0
108773,2,3,3,6,0,3,0,0,0,0
58498,8,8,8,7,0,0,6,0,0,0
69618,2,0,0,2,0,0,0,1,1,1
22938,2,0,0,1,0,0,0,1,1,1
103413,3,0,0,8,0,0,0,3,3,3
25131,3,1,3,3,0,1,0,0,0,0
93601,2,6,6,8,0,0,3,0,0,0
197548,2,2,2,1,0,1,0,0,0,0
37387,6,5,6,3,0,0,7,0,0,0
206970,4,6,4,6,5,0,0,0,0,0
125799,8,5,3,2,5,0,0,0,0,0
71287,3,4,5,5,0,0,3,0,0,0
30875,6,6,7,7,0,0,3,0,0,0
34027,3,7,5,3,0,0,6,0,0,0
109930,4,0,0,4,0,0,0,1,1,2
57331,1,1,1,2,0,1,0,0,0,0
136747,2,2,5,4,0,0,4,0,0,0
85476,2,0,0,3,0,0,0,2,1,1
129182,2,3,2,2,0,3,0,0,0,0
72549,1,4,2,1,2,0,0,0,0,0
82476,1,3,8,3,0,0,5,0,0,0
150185,1,2,2,3,4,0,0,0,0,0
85783,4,4,2,2,0,0,4,0,0,0
193688,5,2,2,3,0,0,3,0,0,0
48730,3,2,2,7,5,0,0,0,0,0
5322,5,2,3,4,0,0,1,0,0,0
220193,5,4,3,4,0,0,3,0,0,0
58870,2,1,5,3,0,1,0,0,0,0
12186,3,7,8,8,0,6,0,0,0,0
28758,3,7,8,8,0,0,6,0,0,0
15251,1,0,0,4,0,0,0,1,2,1
95450,5,4,4,6,0,0,3,0,0,0
66417,1,2,3,1,0,0,0,2,0,0
106263,3,0,0,4,0,0,0,6,4,6
85858,5,8,7,6,6,0,0,0,0,0
42318,1,1,1,1,0,0,1,0,0,0
204041,3,2,1,1,2,0,0,0,0,0
160367,1,2,2,3,0,3,0,0,0,0
16416,2,7,8,7,6,0,0,0,0,0
8409,4,5,6,7,0,0,2,0,0,0
105895,6,7,7,8,0,0,6,0,0,0
146317,6,8,7,8,0,7,0,0,0,0
185886,4,7,6,8,6,0,0,0,0,0
142427,2,3,2,5,0,0,1,0,0,0
30676,3,2,7,4,5,0,0,0,0,0
96892,1,1,2,2,2,0,0,0,0,0
180888,4,4,2,2,0,0,2,0,0,0
179550,3,1,1,2,2,0,0,0,0,0
190771,2,1,1,2,0,3,0,0,0,0
48591,1,1,2,2,0,0,1,0,0,0
107013,5,4,7,4,0,0,3,0,0,0
134514,6,3,4,1,0,0,5,0,0,0
120983,4,2,3,1,0,0,1,0,0,0
133986,4,7,7,8,0,0,6,0,0,0
8021,2,4,4,6,0,0,5,0,0,0
29755,3,8,8,7,0,0,5,0,0,0
50636,6,2,1,1,0,0,5,0,0,0
187718,3,7,5,8,0,8,0,0,0,0
36479,6,3,4,4,0,0,5,0,0,0
181487,4,0,0,4,0,0,0,1,3,7
119216,5,6,5,7,0,0,3,0,0,0
68289,4,5,6,8,0,0,5,0,0,0
88847,1,1,1,1,1,0,0,0,0,0
67053,6,3,2,1,0,0,1,0,0,0
102008,3,6,8,4,0,8,0,0,0,0
79746,2,5,3,6,0,0,2,0,0,0
218725,5,3,2,2,0,0,3,0,0,0
102212,1,1,1,1,1,0,0,0,0,0
107075,2,5,7,3,7,0,0,0,0,0
202205,3,7,8,8,0,7,0,0,0,0
88283,2,6,4,7,6,0,0,0,0,0
111733,3,3,5,3,3,0,0,0,0,0
44070,1,1,2,1,0,2,0,0,0,0
82090,5,5,7,8,0,0,5,0,0,0
31843,7,6,7,8,0,0,8,0,0,0
47642,2,5,5,4,0,5,0,0,0,0
178960,1,0,0,3,0,0,0,1,2,4
192397,6,6,8,8,8,0,0,0,0,0
109263,3,1,5,5,0,0,2,0,0,0
147916,1,0,0,1,0,0,0,1,1,1
75161,1,3,4,1,0,0,0,2,0,0
